2021,2094,73,0.0416,0.02,1,31126,2033688.65
2021,2094,73,0.0416,0.02,2,31127,1786599.81
2021,2094,73,0.0416,0.02,3,31128,65772.99
2021,2094,73,0.0416,0.02,4,31129,0
2021,2094,73,0.0416,0.02,5,31146,0
2021,2094,73,0.0416,0.02,6,31147,0
2021,2094,73,0.0416,0.02,7,31150,0
2021,2094,73,0.0416,0.02,8,31153,0
2021,2094,73,0.0416,0.02,9,31154,0
2021,2094,73,0.0416,0.02,10,31160,0
2021,2094,73,0.0416,0.02,11,31189,0
2021,2094,73,0.0416,0.02,12,31193,0
2021,2094,73,0.0416,0.02,13,31235,0
2021,2094,73,0.0416,0.02,14,31252,0
2021,2094,73,0.0416,0.02,15,32348,0
2021,2094,73,0.0416,0.02,16,32349,0
2021,2094,73,0.0416,0.02,17,32412,0
2021,2094,73,0.0416,0.02,18,70110,0
2021,2094,73,0.0416,0.02,19,70116,0
2021,2094,73,0.0416,0.02,20,70117,0
2021,2094,73,0.0416,0.02,21,70118,0
2021,2094,73,0.0416,0.02,22,70119,0
2021,2094,73,0.0416,0.02,23,70120,0
2021,2094,73,0.0416,0.02,24,70121,0
2021,2094,73,0.0416,0.02,25,70122,0
2021,2094,73,0.0416,0.02,26,70123,0
2021,2094,73,0.0416,0.02,27,70124,0
2021,2094,73,0.0416,0.02,28,70125,0
2021,2094,73,0.0416,0.02,29,70126,0
2021,2094,73,0.0416,0.02,30,70127,0
2021,2094,73,0.0416,0.02,31,70128,0
2021,2094,73,0.0416,0.02,32,70129,0
2021,2094,73,0.0416,0.02,33,70130,0
2021,2094,73,0.0416,0.02,34,70131,0
2021,2094,73,0.0416,0.02,35,70132,0
2021,2094,73,0.0416,0.02,36,70133,0
2021,2094,73,0.0416,0.02,37,70134,0
2021,2094,73,0.0416,0.02,38,70135,0
2021,2094,73,0.0416,0.02,39,70136,0
2021,2094,73,0.0416,0.02,40,70137,0
2021,2094,73,0.0416,0.02,41,70138,0
2021,2094,73,0.0416,0.02,42,70139,0
2021,2094,73,0.0416,0.02,43,70140,0
2021,2094,73,0.0416,0.02,44,70141,0
2021,2094,73,0.0416,0.02,45,70143,0
2021,2094,73,0.0416,0.02,46,70144,0
2021,2094,73,0.0416,0.02,47,70145,0
2021,2094,73,0.0416,0.02,48,70146,0
2021,2094,73,0.0416,0.02,49,70147,0
2021,2094,73,0.0416,0.02,50,70148,0
2021,2094,73,0.0416,0.02,51,70149,0
2021,2094,73,0.0416,0.02,52,70150,0
2021,2094,73,0.0416,0.02,53,70153,0
2021,2094,73,0.0416,0.02,54,70154,0
2021,2094,73,0.0416,0.02,55,70155,0
2021,2094,73,0.0416,0.02,56,70156,0
2021,2094,73,0.0416,0.02,57,70157,0
2021,2094,73,0.0416,0.02,58,70158,0
2021,2094,73,0.0416,0.02,59,70159,0
2021,2094,73,0.0416,0.02,60,70160,0
2021,2094,73,0.0416,0.02,61,70163,0
2021,2094,73,0.0416,0.02,62,70164,0
2021,2094,73,0.0416,0.02,63,70165,0
2021,2094,73,0.0416,0.02,64,70166,0
2021,2094,73,0.0416,0.02,65,70167,0
2021,2094,73,0.0416,0.02,66,72200,0
2021,2094,73,0.0416,0.02,67,72327,0
2021,2094,73,0.0416,0.02,68,72328,0
2021,2094,73,0.0416,0.02,69,72329,0
2021,2094,73,0.0416,0.02,70,72330,0
2021,2094,73,0.0416,0.02,71,72331,0
2021,2094,73,0.0416,0.02,72,72332,0
2021,2094,73,0.0416,0.02,73,72333,0
2021,2094,73,0.0416,0.02,74,72334,0
2021,2094,73,0.0416,0.02,75,72984,0
2021,2094,73,0.0416,0.02,76,72985,0
2021,2094,73,0.0416,0.02,77,73019,0
2021,2094,73,0.0416,0.02,78,73020,0
2021,2094,73,0.0416,0.02,79,73021,0
2021,2094,73,0.0416,0.02,80,73022,0
2021,2094,73,0.0416,0.02,81,73023,0
